Product Name,Sub Product,Issue,Sub Issue,Company,State Name,Zip Code,Submitted via,Date Sent to Company,Company Response to Consumer,Timely Response,Consumer Disputed,Complaint ID,Date Recieved
Student loan,Non-federal student loan,Repaying your loan,Repaying your loan,Citibank,CA,90034,Web,2013-08-15,Closed with non-monetary relief,Yes,No,489621,2013-08-14
Debt collection,I do not know,Disclosure verification of debt,Not given enough info to verify debt,"Expert Global Solutions, Inc.",TX,77449,Web,2013-08-14,Closed with explanation,Yes,No,492292,2013-08-14
Debt collection,Credit card,Cont'd attempts collect debt not owed,Debt was discharged in bankruptcy,Encore Capital Group,FL,33780,Postal mail,2013-08-15,Closed with explanation,Yes,No,489528,2013-08-14
Student loan,Non-federal student loan,Problems when you are unable to pay,Problems when you are unable to pay,"Navient Solutions, Inc.",OH,43606,Web,2013-07-26,Closed with explanation,Yes,Yes,466917,2013-07-25
Debt collection,I do not know,Cont'd attempts collect debt not owed,Debt is not mine,"R&R Professional Recovery, Inc.",MD,21044,Web,2013-08-22,Closed with non-monetary relief,Yes,No,472242,2013-08-01
Debt collection,Medical,Cont'd attempts collect debt not owed,Debt is not mine,"I.C. System, Inc.",NY,13408,Phone,2013-08-12,Closed,Yes,No,472249,2013-08-01
Student loan,Non-federal student loan,Repaying your loan,Repaying your loan,"Navient Solutions, Inc.",FL,32256,Phone,2013-08-22,Closed with explanation,Yes,No,499661,2013-08-21
Debt collection,Credit card,False statements or representation,Attempted to collect wrong amount,Messerli & Kramer P.A.,MN,55402,Web,2013-10-08,Closed with explanation,Yes,No,483689,2013-08-08
Student loan,Non-federal student loan,Repaying your loan,Repaying your loan,"Navient Solutions, Inc.",NH,3053,Web,2013-07-26,Closed with explanation,Yes,No,466966,2013-07-25
Debt collection,Medical,Cont'd attempts collect debt not owed,Debt is not mine,"Debt Recovery Solutions, LLC",WA,98902,Phone,2013-08-12,Closed with explanation,Yes,No,472278,2013-08-01
Debt collection,"Other (i.e. phone, health club, etc.)",Disclosure verification of debt,Not given enough info to verify debt,Synchrony Financial,TX,77449,Web,2013-07-26,Closed with non-monetary relief,Yes,No,467543,2013-07-26
Debt collection,"Other (i.e. phone, health club, etc.)",Cont'd attempts collect debt not owed,Debt was paid,ERC,TX,77584,Phone,2013-08-15,Closed with non-monetary relief,Yes,No,489566,2013-08-14
Debt collection,"Other (i.e. phone, health club, etc.)",Cont'd attempts collect debt not owed,Debt was paid,"Trident Asset Management, L.L.C.",PA,17043,Web,2013-08-20,Closed with non-monetary relief,Yes,No,467560,2013-07-26
Debt collection,"Other (i.e. phone, health club, etc.)",Cont'd attempts collect debt not owed,Debt was paid,The Law Office of Daniel Slane,OH,45368,Phone,2013-10-21,Closed with explanation,Yes,No,489675,2013-08-14
Debt collection,I do not know,Cont'd attempts collect debt not owed,Debt is not mine,Concord Servicing Corporation,GA,30075,Web,2013-08-22,Closed with explanation,Yes,No,467589,2013-07-26
Debt collection,Credit card,Taking/threatening an illegal action,Seized/Attempted to seize property,"Pressler & Pressler, LLP",FL,33442,Referral,2013-08-13,Closed with explanation,Yes,Yes,483784,2013-08-08
Debt collection,"Other (i.e. phone, health club, etc.)",Communication tactics,Frequent or repeated calls,"Monarch Recovery Holdings, Inc.",MS,39404,Postal mail,2013-10-16,Closed with non-monetary relief,No,No,499705,2013-08-21
Debt collection,I do not know,Communication tactics,Frequent or repeated calls,"NCB Management Services, Inc.",MI,63385,Phone,2013-08-12,Closed with non-monetary relief,Yes,No,483830,2013-08-08
Debt collection,I do not know,False statements or representation,Impersonated an attorney or official,United Portfolio Corp.,TX,78729,Web,2013-08-16,Closed with non-monetary relief,Yes,No,489695,2013-08-14
Debt collection,I do not know,Cont'd attempts collect debt not owed,Debt is not mine,"EOS Holdings, Inc.",CA,93444,Referral,2013-07-30,Closed with explanation,Yes,No,467659,2013-07-26
Student loan,Non-federal student loan,Repaying your loan,Repaying your loan,"Navient Solutions, Inc.",GA,30141,Web,2013-08-12,Closed with monetary relief,Yes,No,483855,2013-08-08
Debt collection,Credit card,Disclosure verification of debt,Not given enough info to verify debt,"Portfolio Recovery Associates, Inc.",FL,33472,Postal mail,2014-06-02,Closed with explanation,Yes,No,489705,2013-08-14
Debt collection,"Other (i.e. phone, health club, etc.)",Cont'd attempts collect debt not owed,Debt was paid,"Retrieval-Masters Creditors Bureau, Inc.",NJ,7508,Phone,2013-08-01,Closed with explanation,Yes,No,467712,2013-07-26
Debt collection,Mortgage,Cont'd attempts collect debt not owed,Debt was discharged in bankruptcy,Ditech Financial LLC,GA,30152,Web,2013-08-08,Closed with explanation,Yes,No,483920,2013-08-08
Debt collection,Credit card,Cont'd attempts collect debt not owed,Debt is not mine,SquareTwo Financial Corporation,GA,30106,Web,2013-07-26,Closed with explanation,Yes,Yes,467755,2013-07-26
Debt collection,"Other (i.e. phone, health club, etc.)",Disclosure verification of debt,Not given enough info to verify debt,Encore Capital Group,OR,97701,Phone,2013-08-22,Closed with explanation,Yes,No,499720,2013-08-21
Debt collection,Credit card,Cont'd attempts collect debt not owed,Debt was paid,Fifth Third Financial Corporation,OH,43560,Web,2013-08-21,Closed with explanation,Yes,No,489727,2013-08-14
Debt collection,"Other (i.e. phone, health club, etc.)",False statements or representation,Impersonated an attorney or official,"Hunter Warfield, Inc.",VA,22219,Web,2013-08-08,Closed with explanation,Yes,Yes,483972,2013-08-08
Debt collection,I do not know,Disclosure verification of debt,Not given enough info to verify debt,Encore Capital Group,DE,19966,Web,2013-08-02,Closed with explanation,Yes,Yes,472559,2013-08-02
Debt collection,Non-federal student loan,Communication tactics,Frequent or repeated calls,"Navient Solutions, Inc.",CT,6611,Web,2013-08-21,Closed with explanation,Yes,No,499774,2013-08-21
Debt collection,Non-federal student loan,Improper contact or sharing of info,Contacted me after I asked not to,Law Office of Regent and Associates,TX,75287,Web,2013-11-07,Closed with explanation,Yes,No,483950,2013-08-08
Debt collection,"Other (i.e. phone, health club, etc.)",Cont'd attempts collect debt not owed,Debt is not mine,"EOS Holdings, Inc.",FL,33602,Phone,2013-08-01,Closed with non-monetary relief,Yes,No,467890,2013-07-26
Student loan,Non-federal student loan,Repaying your loan,Repaying your loan,"Navient Solutions, Inc.",NY,13029,Web,2013-08-20,Closed with explanation,Yes,No,489751,2013-08-14
Student loan,Non-federal student loan,Dealing with my lender or servicer,Need information about my balance/terms,"Navient Solutions, Inc.",MA,2126,Web,2013-08-09,Closed with explanation,Yes,Yes,484209,2013-08-08
Debt collection,Mortgage,False statements or representation,Attempted to collect wrong amount,First American Financial Corporation,AZ,85338,Web,2013-10-18,Closed with explanation,Yes,No,467919,2013-07-26
Debt collection,"Other (i.e. phone, health club, etc.)",Cont'd attempts collect debt not owed,Debt is not mine,ERC,NV,89815,Web,2013-08-14,Closed with non-monetary relief,Yes,No,493388,2013-08-14
Debt collection,Credit card,Cont'd attempts collect debt not owed,Debt was discharged in bankruptcy,TD Bank US Holding Company,LA,70605,Referral,2013-08-22,Closed with explanation,Yes,No,472616,2013-08-02
Debt collection,"Other (i.e. phone, health club, etc.)",Cont'd attempts collect debt not owed,Debt was paid,Synchrony Financial,VA,22079,Web,2013-07-26,Closed with explanation,Yes,Yes,467958,2013-07-26
Debt collection,Credit card,Cont'd attempts collect debt not owed,Debt resulted from identity theft,Encore Capital Group,MO,63129,Web,2013-08-21,Closed with explanation,Yes,Yes,499846,2013-08-22
Debt collection,Credit card,Cont'd attempts collect debt not owed,Debt resulted from identity theft,Synchrony Financial,MO,63129,Web,2013-08-22,Closed with monetary relief,Yes,No,499847,2013-08-22
Debt collection,"Other (i.e. phone, health club, etc.)",Taking/threatening an illegal action,Threatened arrest/jail if do not pay,National Payment Solutions of New York LLC,OH,44133,Web,2013-10-01,Closed,Yes,No,499851,2013-08-22
Debt collection,I do not know,Disclosure verification of debt,Not given enough info to verify debt,"I.Q. Data International, Inc.",TX,75062,Referral,2013-08-29,Closed with explanation,Yes,No,473504,2013-08-03
Debt collection,Credit card,Communication tactics,Frequent or repeated calls,Encore Capital Group,PA,19145,Phone,2013-08-01,Closed with explanation,Yes,Yes,468007,2013-07-26
Debt collection,Credit card,Disclosure verification of debt,Not given enough info to verify debt,"Northland Group, Inc.",CA,91915,Referral,2013-08-08,Closed,Yes,No,473508,2013-08-03
Debt collection,"Other (i.e. phone, health club, etc.)",Cont'd attempts collect debt not owed,Debt resulted from identity theft,"Convergent Resources, Inc.",CA,94533,Web,2013-08-22,Closed with explanation,Yes,No,499869,2013-08-22
Debt collection,I do not know,False statements or representation,Attempted to collect wrong amount,"Hosto & Buchan, PLLC",AR,72476,Referral,2013-09-04,Closed with explanation,Yes,No,473521,2013-08-03
Debt collection,I do not know,Disclosure verification of debt,Not given enough info to verify debt,"Portfolio Recovery Associates, Inc.",NY,11209,Referral,2013-08-09,Closed with non-monetary relief,Yes,No,473525,2013-08-03
Debt collection,"Other (i.e. phone, health club, etc.)",Communication tactics,Frequent or repeated calls,Commercial Recovery Systems,LA,70560,Web,2013-09-23,Closed,Yes,No,472707,2013-08-02
Debt collection,Medical,Cont'd attempts collect debt not owed,Debt was paid,Tenet HealthCare Corporation,CA,91411,Fax,2013-10-17,Closed with explanation,Yes,Yes,499344,2013-08-22
Debt collection,Credit card,Improper contact or sharing of info,Contacted me after I asked not to,Resurgent Capital Services L.P.,GA,30350,Web,2013-08-14,Closed with non-monetary relief,Yes,No,488925,2013-08-15
Debt collection,Mortgage,Disclosure verification of debt,Not given enough info to verify debt,"ProCollect, Inc",IN,46290,Web,2013-08-14,Closed with explanation,Yes,Yes,484166,2013-08-08
Debt collection,"Other (i.e. phone, health club, etc.)",Taking/threatening an illegal action,Threatened arrest/jail if do not pay,Bank of America,NC,27541,Web,2013-08-22,Closed with explanation,Yes,No,499910,2013-08-22
Debt collection,Non-federal student loan,Improper contact or sharing of info,Contacted me after I asked not to,Performant Financial Corporation,CA,94107,Web,2013-08-20,Closed with explanation,Yes,No,489867,2013-08-15
Debt collection,"Other (i.e. phone, health club, etc.)",Communication tactics,Used obscene/profane/abusive language,Tower Loan,MO,63021,Postal mail,2013-09-24,Closed with explanation,Yes,No,473623,2013-08-03
Debt collection,"Other (i.e. phone, health club, etc.)",Cont'd attempts collect debt not owed,Debt is not mine,"Expert Global Solutions, Inc.",PA,19403,Referral,2013-08-09,Closed with explanation,Yes,No,473628,2013-08-03
Debt collection,"Other (i.e. phone, health club, etc.)",Cont'd attempts collect debt not owed,Debt is not mine,"CCS Financial Services, Inc.",CA,93021,Postal mail,2013-08-19,Closed with non-monetary relief,Yes,Yes,488779,2013-08-15
Debt collection,I do not know,Disclosure verification of debt,Right to dispute notice not received,Stellar Recovery Inc.,WA,98366,Web,2013-08-03,Closed with explanation,Yes,Yes,491340,2013-08-03
Debt collection,I do not know,Cont'd attempts collect debt not owed,Debt is not mine,"Receivables Management Partners, LLC",DC,20001,Web,2013-08-29,Closed with explanation,Yes,No,484254,2013-08-03
Debt collection,I do not know,Cont'd attempts collect debt not owed,Debt is not mine,"Choice Recovery, Inc.",DC,20001,Web,2013-08-03,Closed with explanation,Yes,Yes,484255,2013-08-03
Student loan,Non-federal student loan,Repaying your loan,Repaying your loan,"Navient Solutions, Inc.",NY,11237,Web,2013-08-05,Closed with explanation,Yes,Yes,472813,2013-08-02
Debt collection,"Other (i.e. phone, health club, etc.)",Taking/threatening an illegal action,Threatened to sue on too old debt,ERC,NJ,7836,Web,2013-08-03,Closed with non-monetary relief,Yes,Yes,473650,2013-08-04
Debt collection,"Other (i.e. phone, health club, etc.)",Improper contact or sharing of info,Talked to a third party about my debt,"NCC Business Services, Inc.",UT,84111,Web,2013-08-28,Closed with explanation,Yes,Yes,485156,2013-08-09
Debt collection,"Other (i.e. phone, health club, etc.)",Taking/threatening an illegal action,Threatened arrest/jail if do not pay,"Recovery One, LLC",AL,36532,Web,2013-08-16,Closed with explanation,Yes,No,468213,2013-07-26
Debt collection,Credit card,Communication tactics,Frequent or repeated calls,USAA Savings,GA,30087,Web,2013-08-15,Closed with explanation,Yes,Yes,489949,2013-08-15
Debt collection,"Other (i.e. phone, health club, etc.)",False statements or representation,Attempted to collect wrong amount,"I.C. System, Inc.",NJ,7054,Web,2013-08-12,Closed with explanation,Yes,No,473707,2013-08-04
Debt collection,I do not know,Cont'd attempts collect debt not owed,Debt is not mine,Alorica Inc.,VA,22193,Web,2013-08-22,Closed with explanation,Yes,No,500411,2013-08-22
Debt collection,Credit card,Communication tactics,Frequent or repeated calls,JPMorgan Chase & Co.,WI,53073,Web,2013-08-04,Closed with explanation,Yes,No,473727,2013-08-05
Debt collection,Non-federal student loan,Cont'd attempts collect debt not owed,Debt is not mine,Nelnet,FL,32765,Referral,2013-08-22,Closed,Yes,No,500010,2013-08-22
Debt collection,Medical,Cont'd attempts collect debt not owed,Debt is not mine,"Expert Global Solutions, Inc.",CA,95073,Referral,2013-08-02,Closed with explanation,Yes,No,468265,2013-07-26
Student loan,Non-federal student loan,Problems when you are unable to pay,Problems when you are unable to pay,"Navient Solutions, Inc.",NC,10128,Web,2013-08-05,Closed with explanation,Yes,No,473744,2013-08-05
Student loan,Non-federal student loan,Repaying your loan,Repaying your loan,"Navient Solutions, Inc.",MN,55103,Web,2013-08-23,Closed with non-monetary relief,Yes,No,500706,2013-08-22
Debt collection,"Other (i.e. phone, health club, etc.)",Cont'd attempts collect debt not owed,Debt is not mine,"I.C. System, Inc.",IA,52722,Referral,2013-08-29,Closed with explanation,Yes,No,500724,2013-08-22
Debt collection,Credit card,Cont'd attempts collect debt not owed,Debt was discharged in bankruptcy,Allied Interstate LLC,MD,21286,Web,2013-08-05,Closed with non-monetary relief,Yes,No,473764,2013-08-05
Debt collection,Mortgage,Cont'd attempts collect debt not owed,Debt is not mine,Ocwen,NY,10458,Web,2013-09-09,Closed,Yes,No,468335,2013-07-27
Debt collection,I do not know,Cont'd attempts collect debt not owed,Debt is not mine,Resurgent Capital Services L.P.,GA,30028,Web,2013-08-09,Closed with monetary relief,Yes,No,485258,2013-08-09
Debt collection,Auto,Cont'd attempts collect debt not owed,Debt was paid,TD Bank US Holding Company,NC,28376,Web,2013-08-08,Closed with non-monetary relief,Yes,Yes,473785,2013-08-05
